# Constructed from biom file
#OTU ID	BLInv1	BLInv2	BLInv3	BLInv4	BLInv5	BLInv6	BLNat1	BLNat2	BLNat3	BLNat4	BLNat5	BLNat6	CBInv1	CBInv2	CBInv3	CBNat1	CBNat2	CBNat3	CHInv1	CHInv3	CHInv4	CHInv5	CHNat1	CHNat2	CHNat3	CHNat4	CHNat5	CMInv1	CMInv2	CMInv3	CMNat1	CMNat2	CMNat3	CRInv1	CRInv2	CRInv3	CRNat1	CRNat2	CRNat3	PLBInv1	PLBNat1	Rt2Inv1	Rt2Inv2	Rt2Inv3	Rt2Nat1	Rt2Nat2	Rt2Nat3	SBInv1	SBNat1	KEGG_Pathways
GnRH signaling pathway	499.0	610.0	648.0	516.0	744.0	732.0	79.0	230.0	612.0	715.0	636.0	195.0	268.0	155.0	295.0	137.0	615.0	549.0	388.0	184.0	309.0	335.0	201.0	467.0	335.0	566.0	300.0	312.0	310.0	131.0	406.0	371.0	190.0	117.0	283.0	0.0	335.0	94.0	187.0	365.0	207.0	67.0	111.0	592.0	24.0	108.0	236.0	152.0	96.0	Organismal Systems; Endocrine System; GnRH signaling pathway
Hedgehog signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signal Transduction; Hedgehog signaling pathway
Hematopoietic cell lineage	171.0	209.0	222.0	177.0	255.0	251.0	27.0	79.0	210.0	245.0	218.0	67.0	92.0	53.0	101.0	47.0	211.0	188.0	133.0	63.0	106.0	115.0	69.0	160.0	115.0	194.0	103.0	107.0	106.0	45.0	139.0	127.0	65.0	40.0	97.0	0.0	115.0	32.0	64.0	125.0	71.0	23.0	38.0	203.0	8.0	37.0	81.0	52.0	33.0	Organismal Systems; Immune System; Hematopoietic cell lineage
Hepatitis C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Human Diseases; Infectious Diseases; Hepatitis C
Histidine metabolism	1466852.0	1791963.0	1903102.0	1518028.0	2185783.0	2151581.0	232331.0	679083.0	1800441.0	2099664.0	1868364.0	574952.0	790437.0	456842.0	867699.0	405403.0	1809326.0	1612349.0	1141136.0	542115.0	910829.0	987101.0	592957.0	1372407.0	986917.0	1663412.0	884530.0	919078.0	910557.0	388105.0	1192795.0	1090562.0	559880.0	345325.0	833721.0	2515.0	987458.0	276855.0	550777.0	1073046.0	611226.0	199675.0	328005.0	1740555.0	71449.0	319787.0	696073.0	448293.0	285851.0	Metabolism; Amino Acid Metabolism; Histidine metabolism
Homologous recombination	1593668.0	1946925.0	2067792.0	1649314.0	2374832.0	2337675.0	253287.0	737733.0	1956277.0	2281751.0	2030365.0	625670.0	858680.0	496063.0	942478.0	440022.0	1965761.0	1751685.0	1239671.0	588801.0	989546.0	1072525.0	644291.0	1490930.0	1072229.0	1807249.0	960746.0	998357.0	989118.0	421423.0	1295885.0	1184704.0	608223.0	375006.0	905512.0	2656.0	1072795.0	300506.0	598330.0	1165698.0	664016.0	216615.0	356220.0	1891258.0	77408.0	347271.0	756341.0	486792.0	310231.0	Genetic Information Processing; Replication and Repair; Homologous recombination
Huntington's disease	285237.0	348456.0	370072.0	295254.0	425042.0	418388.0	45218.0	132123.0	350089.0	408271.0	363305.0	111808.0	153742.0	88939.0	168831.0	78926.0	351882.0	313621.0	221912.0	105495.0	177113.0	191911.0	115318.0	266889.0	191926.0	323479.0	172015.0	178818.0	177129.0	75547.0	231954.0	212003.0	109000.0	67252.0	162190.0	520.0	192120.0	53896.0	107149.0	208712.0	118919.0	38859.0	63778.0	338535.0	14012.0	62234.0	135367.0	87198.0	55726.0	Human Diseases; Neurodegenerative Diseases; Huntington's disease
Hypertrophic cardiomyopathy (HCM)	3535.0	4320.0	4590.0	3658.0	5270.0	5187.0	558.0	1636.0	4341.0	5064.0	4506.0	1385.0	1907.0	1101.0	2092.0	974.0	4365.0	3888.0	2750.0	1303.0	2194.0	2377.0	1428.0	3307.0	2378.0	4010.0	2129.0	2216.0	2194.0	935.0	2877.0	2629.0	1353.0	837.0	2015.0	6.0	2388.0	665.0	1330.0	2586.0	1484.0	478.0	790.0	4200.0	177.0	776.0	1677.0	1078.0	691.0	Human Diseases; Cardiovascular Diseases; Hypertrophic cardiomyopathy (HCM)
Indole alkaloid biosynthesis	9258.0	11312.0	12002.0	9573.0	13791.0	13573.0	1458.0	4288.0	11375.0	13239.0	11776.0	3619.0	4976.0	2880.0	5474.0	2545.0	11410.0	10166.0	7198.0	3421.0	5750.0	6234.0	3738.0	8656.0	6224.0	10492.0	5573.0	5797.0	5748.0	2446.0	7515.0	6875.0	3525.0	2169.0	5259.0	14.0	6229.0	1752.0	3475.0	6763.0	3852.0	1268.0	2061.0	10983.0	442.0	2001.0	4385.0	2821.0	1796.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Indole alkaloid biosynthesis
Influenza A	51154.0	62498.0	66383.0	52969.0	76248.0	75059.0	8082.0	23699.0	62784.0	73241.0	65176.0	20037.0	27594.0	15968.0	30298.0	14183.0	63167.0	56302.0	39798.0	18916.0	31787.0	34410.0	20668.0	47876.0	34417.0	58027.0	30853.0	32086.0	31786.0	13563.0	41626.0	38036.0	19603.0	12095.0	29138.0	94.0	34502.0	9681.0	19233.0	37458.0	21371.0	6959.0	11448.0	60758.0	2554.0	11209.0	24286.0	15659.0	10039.0	Human Diseases; Infectious Diseases; Influenza A
Inorganic ion transport and metabolism	1051666.0	1284779.0	1364378.0	1088359.0	1567149.0	1542614.0	166620.0	486869.0	1290807.0	1505367.0	1339549.0	412116.0	566780.0	327621.0	622075.0	290777.0	1297195.0	1156068.0	818307.0	388851.0	653374.0	707739.0	425189.0	984139.0	707755.0	1192701.0	634311.0	659051.0	652852.0	278355.0	855095.0	781691.0	401275.0	247514.0	597789.0	1988.0	708058.0	198587.0	395031.0	769404.0	438263.0	143350.0	235413.0	1247926.0	51090.0	229296.0	499311.0	321294.0	204880.0	Unclassified; Cellular Processes and Signaling; Inorganic ion transport and metabolism
Inositol phosphate metabolism	500290.0	611176.0	648969.0	517672.0	745465.0	733782.0	79316.0	231681.0	614191.0	716090.0	637154.0	196161.0	269624.0	155920.0	295989.0	138343.0	617149.0	549970.0	389128.0	184883.0	310983.0	336724.0	202185.0	467998.0	336540.0	567261.0	301588.0	313499.0	310597.0	132403.0	406721.0	371975.0	191117.0	117942.0	284424.0	1026.0	336920.0	94547.0	187967.0	365954.0	208847.0	68152.0	112002.0	593633.0	24438.0	109317.0	237657.0	152862.0	97673.0	Metabolism; Carbohydrate Metabolism; Inositol phosphate metabolism
Insulin signaling pathway	145639.0	177904.0	188957.0	150704.0	217015.0	213612.0	23106.0	67401.0	178758.0	208509.0	185526.0	57145.0	78464.0	45308.0	86129.0	40192.0	179606.0	160046.0	113273.0	53791.0	90442.0	98011.0	58858.0	136238.0	97965.0	165140.0	87803.0	91212.0	90387.0	38494.0	118428.0	108285.0	55561.0	34262.0	82745.0	215.0	98003.0	27431.0	54647.0	106518.0	60641.0	19781.0	32568.0	172803.0	7056.0	31693.0	69114.0	44513.0	28332.0	Organismal Systems; Endocrine System; Insulin signaling pathway
Ion channels	57675.0	70481.0	74837.0	59698.0	85971.0	84624.0	9203.0	26691.0	70815.0	82604.0	73507.0	22671.0	31095.0	17941.0	34104.0	15940.0	71138.0	63391.0	44904.0	21344.0	35865.0	38848.0	23337.0	54005.0	38850.0	65441.0	34806.0	36135.0	35791.0	15260.0	46889.0	42872.0	21980.0	13569.0	32773.0	122.0	38836.0	10890.0	21665.0	42187.0	24051.0	7875.0	12922.0	68426.0	2779.0	12579.0	27403.0	17613.0	11209.0	Environmental Information Processing; Signaling Molecules and Interaction; Ion channels
Isoflavonoid biosynthesis	368.0	449.0	477.0	381.0	548.0	540.0	58.0	170.0	452.0	527.0	469.0	145.0	198.0	114.0	217.0	101.0	454.0	404.0	286.0	136.0	228.0	247.0	148.0	344.0	247.0	417.0	221.0	230.0	228.0	97.0	299.0	273.0	141.0	87.0	209.0	1.0	247.0	69.0	138.0	269.0	153.0	49.0	82.0	436.0	17.0	80.0	174.0	112.0	71.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Isoflavonoid biosynthesis
Isoquinoline alkaloid biosynthesis	212620.0	259795.0	275883.0	220080.0	316892.0	311943.0	33636.0	98425.0	261010.0	304390.0	270865.0	83292.0	114599.0	66183.0	125751.0	58726.0	262300.0	233736.0	165458.0	78610.0	132061.0	143116.0	85950.0	198991.0	143101.0	241173.0	128245.0	133221.0	131983.0	56243.0	172882.0	158088.0	81116.0	50039.0	120871.0	340.0	143146.0	40129.0	79841.0	155540.0	88601.0	28957.0	47523.0	252330.0	10312.0	46305.0	100872.0	64961.0	41375.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Isoquinoline alkaloid biosynthesis
Leishmaniasis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Human Diseases; Infectious Diseases; Leishmaniasis
Leukocyte transendothelial migration	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Immune System; Leukocyte transendothelial migration
Limonene and pinene degradation	1045776.0	1277273.0	1356560.0	1082311.0	1558061.0	1533654.0	165527.0	484328.0	1283192.0	1496586.0	1331713.0	409895.0	563512.0	325936.0	619037.0	289414.0	1289877.0	1149540.0	813503.0	386749.0	649309.0	703530.0	422699.0	978405.0	703489.0	1185722.0	630783.0	655407.0	649494.0	277032.0	850551.0	777517.0	399429.0	246295.0	594600.0	1783.0	704071.0	197474.0	392729.0	765147.0	435729.0	142606.0	234092.0	1240776.0	51273.0	228094.0	496250.0	320062.0	204278.0	Metabolism; Metabolism of Terpenoids and Polyketides; Limonene and pinene degradation
Linoleic acid metabolism	143874.0	175754.0	186642.0	148885.0	214371.0	211020.0	22780.0	66617.0	176577.0	205908.0	183224.0	56445.0	77511.0	44807.0	85112.0	39768.0	177438.0	158121.0	111925.0	53200.0	89323.0	96819.0	58160.0	134612.0	96800.0	163140.0	86770.0	90153.0	89319.0	38082.0	116993.0	106967.0	54896.0	33851.0	81777.0	227.0	96866.0	27153.0	54012.0	105236.0	59930.0	19619.0	32140.0	170692.0	6996.0	31369.0	68229.0	43965.0	28042.0	Metabolism; Lipid Metabolism; Linoleic acid metabolism
Lipid biosynthesis proteins	2065229.0	2522826.0	2679258.0	2137192.0	3077307.0	3029109.0	327390.0	956036.0	2534805.0	2956133.0	2630492.0	809716.0	1112653.0	643100.0	1221730.0	570597.0	2547184.0	2269945.0	1606501.0	763256.0	1282393.0	1389605.0	834755.0	1932115.0	1389370.0	2341827.0	1245143.0	1293997.0	1282057.0	546427.0	1679338.0	1535077.0	788294.0	485903.0	1173665.0	3284.0	1390226.0	389584.0	775368.0	1510680.0	860353.0	281036.0	461843.0	2450507.0	100454.0	449957.0	979897.0	631143.0	402381.0	Metabolism; Lipid Metabolism; Lipid biosynthesis proteins
Lipid metabolism	320475.0	391351.0	415515.0	331604.0	477305.0	469758.0	50864.0	148464.0	393235.0	458391.0	407910.0	125617.0	172599.0	99834.0	189710.0	88657.0	394852.0	351923.0	249373.0	118740.0	199205.0	215716.0	129696.0	299851.0	215720.0	363303.0	193371.0	200837.0	199035.0	85006.0	260498.0	238146.0	122249.0	75395.0	182061.0	664.0	215597.0	60579.0	120363.0	234346.0	133525.0	44008.0	71817.0	379869.0	15623.0	69799.0	152098.0	98075.0	62495.0	Unclassified; Metabolism; Lipid metabolism
Lipoic acid metabolism	165440.0	202089.0	214648.0	171195.0	246517.0	242667.0	26287.0	76562.0	203065.0	236857.0	210752.0	64941.0	89133.0	51465.0	97817.0	45653.0	204063.0	181832.0	128659.0	61087.0	102711.0	111313.0	66851.0	154749.0	111274.0	187591.0	99713.0	103626.0	102656.0	43719.0	134528.0	122991.0	63126.0	38919.0	93983.0	254.0	111345.0	31165.0	62094.0	120996.0	68901.0	22442.0	36962.0	196325.0	8038.0	36020.0	78497.0	50508.0	32182.0	Metabolism; Metabolism of Cofactors and Vitamins; Lipoic acid metabolism
Lipopolysaccharide biosynthesis	907069.0	1107980.0	1176743.0	938595.0	1351458.0	1330241.0	143782.0	419936.0	1113280.0	1298123.0	1155141.0	355418.0	488708.0	282422.0	536516.0	250624.0	1118485.0	996808.0	705666.0	335280.0	563236.0	610279.0	366748.0	848626.0	610316.0	1028521.0	546925.0	568343.0	563069.0	240061.0	737463.0	674078.0	346179.0	213401.0	515379.0	1666.0	610462.0	171160.0	340551.0	663484.0	377905.0	123590.0	203064.0	1076165.0	44093.0	197628.0	430616.0	277033.0	176600.0	Metabolism; Glycan Biosynthesis and Metabolism; Lipopolysaccharide biosynthesis
Lipopolysaccharide biosynthesis proteins	1247103.0	1523430.0	1617878.0	1290573.0	1858192.0	1828999.0	197930.0	577432.0	1530652.0	1784862.0	1588353.0	488799.0	672134.0	388392.0	737664.0	344785.0	1537675.0	1370493.0	970613.0	461410.0	774677.0	839360.0	504568.0	1167175.0	839580.0	1414357.0	752328.0	781509.0	774171.0	330300.0	1013900.0	926733.0	475759.0	293566.0	708657.0	2625.0	839391.0	235549.0	468404.0	912306.0	519610.0	170387.0	279613.0	1479453.0	60617.0	271826.0	592409.0	380966.0	242754.0	Metabolism; Glycan Biosynthesis and Metabolism; Lipopolysaccharide biosynthesis proteins
Long-term depression	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Nervous System; Long-term depression
Long-term potentiation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Nervous System; Long-term potentiation
Lysine biosynthesis	1442025.0	1761603.0	1870952.0	1492326.0	2148844.0	2115211.0	228790.0	667502.0	1770062.0	2064535.0	1837055.0	565580.0	776992.0	448909.0	852882.0	398288.0	1778721.0	1585058.0	1121725.0	532813.0	895513.0	970384.0	582922.0	1349106.0	970175.0	1635264.0	869377.0	903384.0	895037.0	381378.0	1172560.0	1071890.0	550342.0	339349.0	819433.0	2423.0	970758.0	271972.0	541398.0	1054771.0	600888.0	196046.0	322422.0	1711275.0	70032.0	314281.0	684379.0	440527.0	280828.0	Metabolism; Amino Acid Metabolism; Lysine biosynthesis
Lysine degradation	1339479.0	1636086.0	1737537.0	1386213.0	1995669.0	1964402.0	211958.0	620297.0	1643655.0	1916916.0	1705714.0	524794.0	721882.0	417451.0	792766.0	370614.0	1652020.0	1472324.0	1042051.0	495401.0	831771.0	901217.0	541443.0	1253245.0	901185.0	1518789.0	807920.0	839604.0	831841.0	354917.0	1089409.0	995928.0	511685.0	315484.0	761467.0	2320.0	901808.0	252906.0	503091.0	980069.0	558247.0	182726.0	299969.0	1589243.0	65760.0	292145.0	635698.0	409820.0	261559.0	Metabolism; Amino Acid Metabolism; Lysine degradation
Lysosome	205589.0	251209.0	266812.0	212757.0	306435.0	301664.0	32585.0	95059.0	252397.0	294451.0	261993.0	80608.0	110805.0	63921.0	121500.0	56728.0	253787.0	226084.0	159842.0	75770.0	127469.0	138244.0	82973.0	192284.0	138207.0	233151.0	123832.0	128766.0	127542.0	54224.0	167199.0	152835.0	78619.0	48307.0	116806.0	263.0	138526.0	38746.0	77204.0	150396.0	85804.0	27716.0	45860.0	244129.0	9911.0	44911.0	97510.0	62657.0	39962.0	Cellular Processes; Transport and Catabolism; Lysosome
MAPK signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signal Transduction; MAPK signaling pathway
MAPK signaling pathway - yeast	82126.0	100318.0	106521.0	84967.0	122353.0	120420.0	13103.0	38039.0	100813.0	117565.0	104601.0	32287.0	44248.0	25602.0	48605.0	22714.0	101272.0	90268.0	63870.0	30351.0	51032.0	55272.0	33201.0	76812.0	55241.0	93108.0	49498.0	51475.0	51003.0	21748.0	66790.0	61029.0	31376.0	19343.0	46688.0	149.0	55299.0	15518.0	30844.0	60075.0	34254.0	11201.0	18362.0	97430.0	4035.0	17923.0	38973.0	25103.0	16043.0	Environmental Information Processing; Signal Transduction; MAPK signaling pathway - yeast
Measles	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Human Diseases; Infectious Diseases; Measles
Meiosis - yeast	124263.0	151820.0	161244.0	128577.0	185201.0	182312.0	19625.0	57528.0	152558.0	177906.0	158290.0	48662.0	66926.0	38741.0	73464.0	34361.0	153404.0	136671.0	96614.0	45850.0	77174.0	83579.0	50160.0	116220.0	83530.0	140907.0	74863.0	77834.0	77122.0	32813.0	101036.0	92365.0	47453.0	29376.0	70735.0	167.0	83717.0	23466.0	46664.0	90908.0	51792.0	16817.0	27715.0	147560.0	5986.0	27095.0	58951.0	37975.0	24254.0	Cellular Processes; Cell Growth and Death; Meiosis - yeast
Melanogenesis	8429.0	10295.0	10928.0	8742.0	12561.0	12359.0	1333.0	3912.0	10335.0	12054.0	10731.0	3298.0	4546.0	2630.0	5009.0	2344.0	10382.0	9255.0	6583.0	3151.0	5237.0	5683.0	3426.0	7910.0	5696.0	9571.0	5117.0	5285.0	5246.0	2252.0	6852.0	6263.0	3206.0	1991.0	4795.0	23.0	5673.0	1606.0	3168.0	6170.0	3505.0	1185.0	1898.0	9987.0	404.0	1834.0	4000.0	2598.0	1645.0	Organismal Systems; Endocrine System; Melanogenesis
Membrane and intracellular structural molecules	1806077.0	2206176.0	2342804.0	1868994.0	2690852.0	2648556.0	286367.0	836525.0	2216720.0	2584510.0	2299879.0	707835.0	973377.0	562988.0	1068717.0	499717.0	2227157.0	1984973.0	1405315.0	668168.0	1122181.0	1215407.0	730459.0	1689902.0	1215472.0	2047975.0	1089270.0	1132037.0	1121501.0	478584.0	1468514.0	1342282.0	689740.0	425610.0	1026585.0	3810.0	1216024.0	341414.0	678640.0	1321290.0	753065.0	246761.0	404735.0	2142871.0	88311.0	394158.0	857850.0	552098.0	352405.0	Unclassified; Cellular Processes and Signaling; Membrane and intracellular structural molecules
Metabolism of cofactors and vitamins	513452.0	627194.0	666083.0	531379.0	765062.0	753046.0	81471.0	237774.0	630163.0	734918.0	653977.0	201338.0	276778.0	159969.0	303813.0	141991.0	633247.0	564371.0	399546.0	189926.0	319032.0	345580.0	207666.0	480484.0	345588.0	582286.0	309742.0	321761.0	318818.0	136011.0	417530.0	381685.0	195986.0	120937.0	291856.0	1022.0	345687.0	96996.0	192877.0	375649.0	214014.0	70096.0	114990.0	609254.0	25121.0	111975.0	243763.0	156995.0	100134.0	Unclassified; Metabolism; Metabolism of cofactors and vitamins
Metabolism of xenobiotics by cytochrome P450	493442.0	602702.0	640030.0	510651.0	735147.0	723592.0	78182.0	228623.0	605579.0	706147.0	628327.0	193421.0	265924.0	153983.0	292195.0	136685.0	608660.0	542464.0	383823.0	182507.0	306574.0	332004.0	199457.0	461595.0	331927.0	559448.0	297584.0	309333.0	306543.0	130790.0	401273.0	366815.0	188618.0	116442.0	280667.0	977.0	332280.0	93330.0	185374.0	361029.0	205766.0	67358.0	110533.0	585515.0	24302.0	107793.0	234336.0	151037.0	96577.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Metabolism of xenobiotics by cytochrome P450
Methane metabolism	2497095.0	3050360.0	3239719.0	2583993.0	3720910.0	3662646.0	396175.0	1155740.0	3064898.0	3574752.0	3180948.0	979432.0	1345240.0	777261.0	1476784.0	689515.0	3079867.0	2744520.0	1942458.0	922658.0	1550995.0	1680359.0	1009433.0	2336192.0	1679999.0	2831614.0	1505517.0	1564271.0	1549903.0	660381.0	2030383.0	1856063.0	952519.0	587220.0	1418923.0	3870.0	1680770.0	470747.0	937425.0	1826505.0	1039955.0	339587.0	558225.0	2963051.0	120964.0	543600.0	1184691.0	763033.0	486028.0	Metabolism; Energy Metabolism; Methane metabolism
Mineral absorption	41657.0	50878.0	53998.0	43086.0	62040.0	61056.0	6577.0	19308.0	51133.0	59554.0	52987.0	16313.0	22433.0	12999.0	24652.0	11520.0	51314.0	45744.0	32403.0	15425.0	25866.0	28049.0	16841.0	38961.0	28025.0	47212.0	25123.0	26111.0	25878.0	11044.0	33856.0	30971.0	15882.0	9817.0	23665.0	88.0	28010.0	7883.0	15637.0	30456.0	17355.0	5732.0	9317.0	49380.0	2043.0	9067.0	19746.0	12753.0	8128.0	Organismal Systems; Digestive System; Mineral absorption
Mismatch repair	1450509.0	1772006.0	1882056.0	1501158.0	2161499.0	2127695.0	230486.0	671435.0	1780496.0	2076797.0	1847994.0	569375.0	781527.0	451502.0	857816.0	400543.0	1789238.0	1594371.0	1128264.0	535872.0	900575.0	976111.0	586378.0	1356980.0	975864.0	1644894.0	874425.0	908689.0	900249.0	383537.0	1179499.0	1078264.0	553600.0	341333.0	824236.0	2405.0	976450.0	273484.0	544548.0	1060989.0	604320.0	197062.0	324185.0	1721398.0	70452.0	316153.0	688405.0	443095.0	282381.0	Genetic Information Processing; Replication and Repair; Mismatch repair
N-Glycan biosynthesis	96285.0	117655.0	124977.0	99646.0	143537.0	141306.0	15215.0	44505.0	118213.0	137919.0	122720.0	37725.0	51861.0	29917.0	56888.0	26505.0	118839.0	105871.0	74866.0	35485.0	59733.0	64774.0	38864.0	90072.0	64740.0	109207.0	58003.0	60283.0	59718.0	25373.0	78303.0	71583.0	36702.0	22615.0	54701.0	85.0	64807.0	18088.0	36106.0	70420.0	40086.0	12973.0	21449.0	114337.0	4607.0	20943.0	45636.0	29374.0	18676.0	Metabolism; Glycan Biosynthesis and Metabolism; N-Glycan biosynthesis
NOD-like receptor signaling pathway	58206.0	71107.0	75520.0	60238.0	86730.0	85370.0	9243.0	26943.0	71449.0	83313.0	74140.0	22818.0	31357.0	18102.0	34418.0	16058.0	71770.0	63955.0	45277.0	21512.0	36127.0	39174.0	23539.0	54450.0	39163.0	66005.0	35095.0	36461.0	36120.0	15383.0	47326.0	43269.0	22191.0	13681.0	33063.0	94.0	39167.0	10970.0	21849.0	42563.0	24234.0	7916.0	13001.0	69052.0	2816.0	12674.0	27620.0	17774.0	11310.0	Organismal Systems; Immune System; NOD-like receptor signaling pathway
Naphthalene degradation	678539.0	828781.0	880254.0	702242.0	1010983.0	995122.0	107563.0	314230.0	832679.0	971228.0	864209.0	266187.0	365584.0	211483.0	401649.0	187697.0	837013.0	745895.0	527742.0	250787.0	421308.0	456479.0	274226.0	634721.0	456367.0	769326.0	409178.0	425162.0	421393.0	179620.0	551890.0	504446.0	259125.0	159774.0	385732.0	1140.0	456781.0	128086.0	254789.0	496392.0	282705.0	92363.0	151762.0	805173.0	33152.0	148006.0	321998.0	207611.0	132513.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Naphthalene degradation
Neuroactive ligand-receptor interaction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signaling Molecules and Interaction; Neuroactive ligand-receptor interaction
Neurotrophin signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Nervous System; Neurotrophin signaling pathway
Nicotinate and nicotinamide metabolism	1012474.0	1236888.0	1313592.0	1047758.0	1508741.0	1485113.0	160693.0	468684.0	1242809.0	1449433.0	1289745.0	397163.0	545578.0	315238.0	598885.0	279678.0	1248894.0	1112901.0	787605.0	374102.0	628895.0	681384.0	409272.0	947238.0	681190.0	1148151.0	610471.0	634316.0	628468.0	267789.0	823249.0	752661.0	386332.0	238376.0	575405.0	1789.0	681579.0	191025.0	380176.0	740588.0	421910.0	137748.0	226423.0	1201538.0	49181.0	220652.0	480622.0	309347.0	197211.0	Metabolism; Metabolism of Cofactors and Vitamins; Nicotinate and nicotinamide metabolism
Nitrogen metabolism	1949147.0	2380908.0	2528479.0	2016878.0	2904088.0	2858492.0	309173.0	902546.0	2392387.0	2789486.0	2482230.0	763938.0	1050124.0	607071.0	1153013.0	538617.0	2403432.0	2142037.0	1516386.0	720702.0	1210929.0	1311834.0	788225.0	1823616.0	1311569.0	2210166.0	1175389.0	1221220.0	1209932.0	515842.0	1584689.0	1448695.0	743531.0	458779.0	1107711.0	3506.0	1311900.0	367931.0	731947.0	1425581.0	812041.0	265840.0	436063.0	2312191.0	94796.0	424481.0	924950.0	595742.0	379710.0	Metabolism; Energy Metabolism; Nitrogen metabolism
