# Constructed from biom file
#OTU ID	BLInv1	BLInv2	BLInv3	BLInv4	BLInv5	BLInv6	BLNat1	BLNat2	BLNat3	BLNat4	BLNat5	BLNat6	CBInv1	CBInv2	CBInv3	CBNat1	CBNat2	CBNat3	CHInv1	CHInv3	CHInv4	CHInv5	CHNat1	CHNat2	CHNat3	CHNat4	CHNat5	CMInv1	CMInv2	CMInv3	CMNat1	CMNat2	CMNat3	CRInv1	CRInv2	CRInv3	CRNat1	CRNat2	CRNat3	PLBInv1	PLBNat1	Rt2Inv1	Rt2Inv2	Rt2Inv3	Rt2Nat1	Rt2Nat2	Rt2Nat3	SBInv1	SBNat1	KEGG_Pathways
Styrene degradation	282818.0	345502.0	366861.0	292740.0	421436.0	414816.0	44775.0	130996.0	347109.0	404754.0	360173.0	110829.0	152406.0	88104.0	167403.0	78190.0	348813.0	310856.0	220108.0	104695.0	175808.0	190364.0	114356.0	264689.0	190356.0	320752.0	170662.0	177209.0	175641.0	74925.0	229939.0	210259.0	107920.0	66609.0	160807.0	473.0	190452.0	53432.0	106278.0	206900.0	117876.0	38664.0	63223.0	335568.0	13750.0	61539.0	134174.0	86534.0	55156.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Styrene degradation
Sulfur metabolism	789380.0	964361.0	1024133.0	816898.0	1176254.0	1157816.0	125102.0	365461.0	968933.0	1129893.0	1005448.0	309438.0	425360.0	245868.0	466968.0	218116.0	973567.0	867659.0	614160.0	291806.0	490316.0	531216.0	319190.0	738606.0	531182.0	895178.0	476017.0	494652.0	490039.0	208910.0	641826.0	586676.0	301295.0	185875.0	448627.0	1464.0	531478.0	149035.0	296486.0	577461.0	328968.0	107562.0	176595.0	936732.0	38409.0	172074.0	374721.0	241216.0	153762.0	Metabolism; Energy Metabolism; Sulfur metabolism
Sulfur relay system	851141.0	1039809.0	1104287.0	880853.0	1268356.0	1248481.0	135066.0	394041.0	1044766.0	1218407.0	1084236.0	333822.0	458723.0	264983.0	503413.0	235136.0	1049655.0	935473.0	662376.0	314768.0	528821.0	572945.0	344273.0	796567.0	572944.0	965342.0	513404.0	533267.0	528337.0	225291.0	692011.0	632655.0	324603.0	200352.0	483633.0	1603.0	572905.0	160631.0	319619.0	622597.0	354583.0	116095.0	190509.0	1009966.0	41371.0	185373.0	404018.0	260055.0	165651.0	Genetic Information Processing; Folding, Sorting and Degradation; Sulfur relay system
Synthesis and degradation of ketone bodies	437160.0	534013.0	567065.0	452425.0	651333.0	641122.0	69168.0	202466.0	536443.0	625614.0	556676.0	171315.0	235610.0	136320.0	258786.0	120963.0	539216.0	480563.0	340069.0	161659.0	271403.0	294122.0	176674.0	408975.0	294084.0	495670.0	263664.0	274088.0	271514.0	115866.0	355549.0	325106.0	167130.0	103021.0	248520.0	693.0	294430.0	82570.0	164245.0	319909.0	182266.0	59620.0	97807.0	518720.0	21523.0	95351.0	207383.0	133802.0	85447.0	Metabolism; Lipid Metabolism; Synthesis and degradation of ketone bodies
Systemic lupus erythematosus	12682.0	15497.0	16454.0	13134.0	18907.0	18611.0	2006.0	5870.0	15563.0	18155.0	16160.0	4968.0	6838.0	3947.0	7500.0	3509.0	15634.0	13936.0	9891.0	4712.0	7873.0	8543.0	5140.0	11893.0	8558.0	14399.0	7669.0	7949.0	7872.0	3365.0	10307.0	9418.0	4821.0	2983.0	7205.0	24.0	8537.0	2397.0	4762.0	9280.0	5270.0	1747.0	2844.0	15042.0	604.0	2751.0	6013.0	3873.0	2457.0	Human Diseases; Immune System Diseases; Systemic lupus erythematosus
TGF-beta signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signal Transduction; TGF-beta signaling pathway
Taurine and hypotaurine metabolism	324889.0	396826.0	421431.0	336194.0	484033.0	476430.0	51539.0	150446.0	398732.0	464957.0	413732.0	127371.0	175027.0	101135.0	192232.0	89737.0	400592.0	356980.0	252744.0	120136.0	201816.0	218654.0	131378.0	303947.0	218596.0	368366.0	195948.0	203519.0	201687.0	85993.0	264131.0	241526.0	123935.0	76456.0	184618.0	569.0	218655.0	61312.0	121994.0	237598.0	135348.0	44315.0	72667.0	385361.0	15802.0	70757.0	154155.0	99339.0	63297.0	Metabolism; Metabolism of Other Amino Acids; Taurine and hypotaurine metabolism
Terpenoid backbone biosynthesis	1151067.0	1406200.0	1493520.0	1191198.0	1715317.0	1688480.0	182801.0	532760.0	1412881.0	1648116.0	1466511.0	451850.0	620225.0	358303.0	680804.0	317791.0	1419942.0	1265298.0	895301.0	425138.0	714671.0	774594.0	465237.0	1076838.0	774344.0	1305297.0	693922.0	721139.0	714452.0	304353.0	936051.0	855794.0	439372.0	270868.0	654073.0	1721.0	774887.0	216968.0	432088.0	842010.0	479550.0	156322.0	257209.0	1366088.0	56008.0	250732.0	546139.0	351727.0	224146.0	Metabolism; Metabolism of Terpenoids and Polyketides; Terpenoid backbone biosynthesis
Tetracycline biosynthesis	320019.0	390932.0	415191.0	331145.0	476852.0	469382.0	50897.0	148144.0	392803.0	458156.0	407667.0	125687.0	172428.0	99708.0	189291.0	88476.0	394774.0	351798.0	248911.0	118215.0	198701.0	215307.0	129356.0	299371.0	215286.0	362874.0	192904.0	200534.0	198672.0	84677.0	260247.0	237819.0	122205.0	75363.0	181900.0	588.0	215474.0	60420.0	120189.0	234115.0	133370.0	43512.0	71562.0	379821.0	15613.0	69826.0	151895.0	97766.0	62387.0	Metabolism; Metabolism of Terpenoids and Polyketides; Tetracycline biosynthesis
Thiamine metabolism	813336.0	993577.0	1055330.0	841593.0	1211967.0	1193013.0	129228.0	376443.0	998362.0	1164474.0	1036207.0	319236.0	438297.0	253206.0	480966.0	224652.0	1003306.0	894068.0	632582.0	300330.0	505151.0	547290.0	328790.0	760836.0	547147.0	922276.0	490224.0	509562.0	504790.0	215071.0	661406.0	604609.0	310506.0	191433.0	462205.0	1424.0	547601.0	153352.0	305431.0	594960.0	339054.0	110433.0	181896.0	965307.0	39629.0	177430.0	386081.0	248426.0	158406.0	Metabolism; Metabolism of Cofactors and Vitamins; Thiamine metabolism
Tight junction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cellular Processes; Cell Communication; Tight junction
Toluene degradation	488774.0	597092.0	634174.0	505906.0	728353.0	716953.0	77448.0	226336.0	599907.0	699661.0	622576.0	191638.0	263439.0	152265.0	289222.0	135148.0	602954.0	537360.0	380268.0	180705.0	303615.0	328885.0	197583.0	457335.0	328866.0	554304.0	294786.0	306272.0	303465.0	129383.0	397474.0	363377.0	186643.0	115150.0	277865.0	848.0	329128.0	92264.0	183622.0	357618.0	203758.0	66550.0	109344.0	580070.0	23824.0	106592.0	232053.0	149428.0	95343.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Toluene degradation
Toxoplasmosis	51154.0	62498.0	66383.0	52969.0	76248.0	75059.0	8082.0	23699.0	62784.0	73241.0	65176.0	20037.0	27594.0	15968.0	30298.0	14183.0	63167.0	56302.0	39798.0	18916.0	31787.0	34410.0	20668.0	47876.0	34417.0	58027.0	30853.0	32086.0	31786.0	13563.0	41626.0	38036.0	19603.0	12095.0	29138.0	94.0	34502.0	9681.0	19233.0	37458.0	21371.0	6959.0	11448.0	60758.0	2554.0	11209.0	24286.0	15659.0	10039.0	Human Diseases; Infectious Diseases; Toxoplasmosis
Transcription factors	3816716.0	4662529.0	4951221.0	3949832.0	5687129.0	5597887.0	606542.0	1767309.0	4684867.0	5463614.0	4861776.0	1497515.0	2057438.0	1189035.0	2258105.0	1055415.0	4707379.0	4195114.0	2969815.0	1411558.0	2372910.0	2569341.0	1543714.0	3571446.0	2568837.0	4328346.0	2302205.0	2391649.0	2369579.0	1010636.0	3103479.0	2837493.0	1456753.0	898953.0	2169485.0	8165.0	2569801.0	721196.0	1434356.0	2792089.0	1592020.0	521001.0	854933.0	4528605.0	186393.0	832855.0	1812945.0	1166661.0	744131.0	Genetic Information Processing; Transcription; Transcription factors
Transcription machinery	2162162.0	2641631.0	2805348.0	2237686.0	3222217.0	3171796.0	342689.0	1000681.0	2654190.0	3095376.0	2754454.0	847755.0	1164917.0	672888.0	1278712.0	597057.0	2666936.0	2376568.0	1682108.0	798973.0	1342166.0	1454997.0	874001.0	2023076.0	1454828.0	2452134.0	1303565.0	1354553.0	1341958.0	571730.0	1757959.0	1606958.0	825219.0	508469.0	1228577.0	3313.0	1455796.0	407883.0	811732.0	1581518.0	900828.0	293954.0	483061.0	2565858.0	104687.0	470978.0	1025672.0	660150.0	420590.0	Genetic Information Processing; Transcription; Transcription machinery
Transcription related proteins	34378.0	42014.0	44609.0	35604.0	51249.0	50447.0	5482.0	15921.0	42199.0	49227.0	43821.0	13493.0	18564.0	10705.0	20336.0	9528.0	42384.0	37784.0	26822.0	12784.0	21412.0	23177.0	13953.0	32243.0	23215.0	39039.0	20797.0	21557.0	21347.0	9139.0	27946.0	25542.0	13078.0	8107.0	19544.0	115.0	23152.0	6518.0	12939.0	25166.0	14327.0	4758.0	7770.0	40789.0	1655.0	7491.0	16374.0	10513.0	6674.0	Unclassified; Genetic Information Processing; Transcription related proteins
Translation factors	955411.0	1167197.0	1239659.0	988769.0	1423751.0	1401472.0	151788.0	442224.0	1172800.0	1367876.0	1217194.0	374986.0	514740.0	297359.0	565031.0	263730.0	1178483.0	1050142.0	743166.0	352956.0	593240.0	642932.0	386217.0	893812.0	642774.0	1083455.0	575943.0	598505.0	592981.0	252586.0	776876.0	710150.0	364557.0	224742.0	542845.0	1495.0	643087.0	180102.0	358620.0	698822.0	397963.0	129796.0	213514.0	1133848.0	46331.0	208062.0	453362.0	291806.0	185938.0	Genetic Information Processing; Translation; Translation factors
Translation proteins	1795352.0	2193278.0	2329383.0	1857966.0	2675290.0	2633385.0	285319.0	831117.0	2203710.0	2570238.0	2287166.0	704653.0	967438.0	559022.0	1061878.0	495974.0	2214435.0	1973409.0	1396668.0	663437.0	1114909.0	1208168.0	725921.0	1679702.0	1208027.0	2035962.0	1082427.0	1124917.0	1114430.0	474987.0	1459935.0	1334370.0	685251.0	422571.0	1020224.0	3193.0	1208618.0	338707.0	674159.0	1313305.0	748096.0	244247.0	401512.0	2130628.0	87397.0	391278.0	852159.0	548460.0	349630.0	Unclassified; Genetic Information Processing; Translation proteins
Transporters	16147334.0	19724894.0	20947916.0	16708890.0	24061133.0	23684668.0	2565072.0	7475738.0	19819353.0	23117112.0	20570102.0	6336447.0	8703619.0	5031600.0	9550407.0	4467484.0	19920883.0	17751778.0	12561784.0	5968671.0	10036528.0	10868908.0	6528429.0	15108243.0	10865706.0	18311197.0	9738104.0	10117712.0	10023842.0	4273828.0	13131142.0	12007170.0	6162057.0	3802148.0	9180313.0	31645.0	10870466.0	3049409.0	6066762.0	11812866.0	6731452.0	2199383.0	3614500.0	19160667.0	785776.0	3525437.0	7667231.0	4935839.0	3148998.0	Environmental Information Processing; Membrane Transport; Transporters
Tropane, piperidine and pyridine alkaloid biosynthesis	384125.0	469258.0	498360.0	397586.0	572413.0	563462.0	60782.0	177837.0	471440.0	549825.0	489274.0	150494.0	207004.0	119604.0	227262.0	106176.0	473818.0	422212.0	298881.0	142037.0	238540.0	258501.0	155288.0	359452.0	258488.0	435638.0	231724.0	240681.0	238473.0	101655.0	312375.0	285603.0	146575.0	90412.0	218358.0	641.0	258613.0	72494.0	144249.0	281003.0	160027.0	52336.0	85918.0	455793.0	18644.0	83706.0	182291.0	117436.0	74837.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Tropane, piperidine and pyridine alkaloid biosynthesis
Tryptophan metabolism	1682632.0	2055397.0	2182750.0	1741455.0	2507130.0	2467852.0	266310.0	779190.0	2064894.0	2408179.0	2142870.0	659349.0	906836.0	524311.0	995816.0	465386.0	2075333.0	1849546.0	1309146.0	622367.0	1045066.0	1132261.0	680193.0	1574436.0	1132171.0	1908048.0	1015018.0	1054587.0	1044891.0	445707.0	1368368.0	1251148.0	642518.0	396261.0	956533.0	2860.0	1132882.0	317718.0	632027.0	1231095.0	701248.0	229546.0	376516.0	1996423.0	82338.0	366819.0	798448.0	514781.0	328363.0	Metabolism; Amino Acid Metabolism; Tryptophan metabolism
Tuberculosis	379677.0	463828.0	492625.0	392926.0	565800.0	556952.0	60196.0	175717.0	466041.0	543584.0	483686.0	148912.0	204530.0	118167.0	224573.0	104818.0	468347.0	417358.0	295302.0	140243.0	235710.0	255454.0	153417.0	355196.0	255394.0	430550.0	228858.0	237864.0	235662.0	100369.0	308744.0	282194.0	144904.0	89330.0	215799.0	544.0	255577.0	71545.0	142472.0	277710.0	158122.0	51550.0	84841.0	450581.0	18455.0	82691.0	180108.0	116007.0	73910.0	Human Diseases; Infectious Diseases; Tuberculosis
Two-component system	5668873.0	6924085.0	7352487.0	5865551.0	8445247.0	8312333.0	899612.0	2625658.0	6957418.0	8111257.0	7218077.0	2221767.0	3054806.0	1767097.0	3354370.0	1568455.0	6988609.0	6229129.0	4411146.0	2097926.0	3522017.0	3815847.0	2293500.0	5304436.0	3815693.0	6427781.0	3419489.0	3553037.0	3519840.0	1502641.0	4608853.0	4213330.0	2163428.0	1335436.0	3221360.0	12136.0	3815361.0	1071494.0	2129389.0	4146596.0	2362524.0	775753.0	1270484.0	6723514.0	277406.0	1236379.0	2691338.0	1733558.0	1105886.0	Environmental Information Processing; Signal Transduction; Two-component system
Type I diabetes mellitus	125980.0	153883.0	163445.0	130369.0	187719.0	184785.0	19985.0	58305.0	154633.0	180351.0	160475.0	49409.0	67833.0	39171.0	74505.0	34732.0	155371.0	138438.0	97964.0	46519.0	78198.0	84761.0	50898.0	117830.0	84718.0	142839.0	75928.0	78884.0	78175.0	33272.0	102417.0	93646.0	48030.0	29594.0	71567.0	156.0	84756.0	23709.0	47236.0	92114.0	52423.0	17085.0	28116.0	149463.0	6074.0	27382.0	59729.0	38480.0	24490.0	Human Diseases; Metabolic Diseases; Type I diabetes mellitus
Type II diabetes mellitus	91412.0	111653.0	118562.0	94581.0	136183.0	134038.0	14547.0	42335.0	112208.0	130816.0	116404.0	35855.0	49236.0	28474.0	54080.0	25258.0	112690.0	100433.0	71115.0	33805.0	56789.0	61536.0	36981.0	85516.0	61513.0	103642.0	55125.0	57262.0	56745.0	24194.0	74301.0	67940.0	34858.0	21524.0	51932.0	186.0	61511.0	17269.0	34315.0	66845.0	38079.0	12488.0	20460.0	108411.0	4437.0	19920.0	43389.0	27953.0	17807.0	Human Diseases; Metabolic Diseases; Type II diabetes mellitus
Tyrosine metabolism	1212293.0	1480926.0	1572767.0	1254599.0	1806414.0	1778148.0	192155.0	561273.0	1487959.0	1735441.0	1544190.0	475421.0	653296.0	377508.0	717232.0	335006.0	1495498.0	1332572.0	942975.0	447968.0	753005.0	815799.0	489941.0	1134103.0	815506.0	1374651.0	731017.0	759501.0	752620.0	320734.0	985874.0	901484.0	462844.0	285457.0	689125.0	2043.0	816230.0	228777.0	455360.0	886814.0	505358.0	164949.0	271145.0	1438646.0	59095.0	264327.0	575405.0	370590.0	236363.0	Metabolism; Amino Acid Metabolism; Tyrosine metabolism
Ubiquinone and other terpenoid-quinone biosynthesis	849812.0	1038120.0	1102461.0	879448.0	1266230.0	1246408.0	134692.0	393457.0	1043090.0	1216340.0	1082309.0	332986.0	457958.0	264587.0	502674.0	234721.0	1048007.0	933968.0	661101.0	314122.0	527956.0	571894.0	343526.0	795021.0	571737.0	963633.0	512418.0	532445.0	527519.0	224862.0	691024.0	631803.0	324337.0	200117.0	482886.0	1486.0	571996.0	160313.0	319144.0	621620.0	354210.0	115751.0	190212.0	1008342.0	41418.0	185157.0	403408.0	259747.0	165528.0	Metabolism; Metabolism of Cofactors and Vitamins; Ubiquinone and other terpenoid-quinone biosynthesis
Ubiquitin system	45225.0	55259.0	58696.0	46806.0	67409.0	66362.0	7168.0	20919.0	55519.0	64765.0	57631.0	17736.0	24374.0	14047.0	26724.0	12466.0	55787.0	49707.0	35193.0	16701.0	28101.0	30437.0	18284.0	42327.0	30437.0	51302.0	27272.0	28319.0	28055.0	11940.0	36767.0	33616.0	17231.0	10625.0	25690.0	64.0	30440.0	8514.0	16979.0	33076.0	18834.0	6134.0	10100.0	53680.0	2168.0	9824.0	21451.0	13790.0	8763.0	Genetic Information Processing; Folding, Sorting and Degradation; Ubiquitin system
VEGF signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signal Transduction; VEGF signaling pathway
Valine, leucine and isoleucine biosynthesis	1783417.0	2178635.0	2313884.0	1845614.0	2657581.0	2615973.0	282565.0	825473.0	2189050.0	2553035.0	2271726.0	699083.0	960907.0	555080.0	1054850.0	492441.0	2199927.0	1960345.0	1387213.0	658822.0	1107460.0	1200015.0	720754.0	1668420.0	1199710.0	2022359.0	1075215.0	1117229.0	1107012.0	471603.0	1450158.0	1325871.0	680677.0	419566.0	1013467.0	2680.0	1200569.0	336265.0	669583.0	1304517.0	743052.0	242374.0	398572.0	2116506.0	86513.0	388499.0	846264.0	544857.0	347298.0	Metabolism; Amino Acid Metabolism; Valine, leucine and isoleucine biosynthesis
Valine, leucine and isoleucine degradation	2377825.0	2904483.0	3084470.0	2460835.0	3542767.0	3487267.0	376385.0	1101217.0	2917873.0	3402925.0	3028037.0	931723.0	1281478.0	741163.0	1407413.0	657886.0	2932795.0	2613840.0	1849870.0	879427.0	1476399.0	1599878.0	961166.0	2224750.0	1599780.0	2696189.0	1434179.0	1490598.0	1476697.0	630116.0	1933899.0	1767986.0	908515.0	560178.0	1351784.0	3999.0	1601181.0	449039.0	893288.0	1739890.0	991036.0	324382.0	532144.0	2821392.0	116792.0	518470.0	1128167.0	727549.0	464378.0	Metabolism; Amino Acid Metabolism; Valine, leucine and isoleucine degradation
Various types of N-glycan biosynthesis	1426.0	1742.0	1850.0	1475.0	2125.0	2092.0	228.0	658.0	1750.0	2042.0	1817.0	558.0	767.0	442.0	842.0	392.0	1758.0	1567.0	1108.0	526.0	883.0	958.0	575.0	1333.0	959.0	1617.0	858.0	892.0	883.0	376.0	1159.0	1061.0	543.0	334.0	809.0	0.0	958.0	268.0	533.0	1043.0	592.0	192.0	317.0	1692.0	68.0	311.0	676.0	433.0	279.0	Metabolism; Glycan Biosynthesis and Metabolism; Various types of N-glycan biosynthesis
Vascular smooth muscle contraction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Circulatory System; Vascular smooth muscle contraction
Vasopressin-regulated water reabsorption	5672.0	6932.0	7364.0	5871.0	8458.0	8326.0	896.0	2622.0	6965.0	8126.0	7230.0	2223.0	3053.0	1762.0	3351.0	1560.0	7001.0	6237.0	4411.0	2091.0	3518.0	3816.0	2288.0	5307.0	3814.0	6435.0	3416.0	3550.0	3518.0	1493.0	4610.0	4214.0	2158.0	1327.0	3226.0	3.0	3817.0	1064.0	2124.0	4147.0	2355.0	764.0	1261.0	6734.0	269.0	1228.0	2687.0	1729.0	1096.0	Organismal Systems; Excretory System; Vasopressin-regulated water reabsorption
Vibrio cholerae infection	2977.0	3643.0	3867.0	3081.0	4439.0	4370.0	490.0	1377.0	3657.0	4269.0	3800.0	1173.0	1608.0	932.0	1759.0	821.0	3675.0	3277.0	2316.0	1096.0	1845.0	2005.0	1207.0	2785.0	2005.0	3379.0	1793.0	1871.0	1846.0	786.0	2422.0	2212.0	1135.0	702.0	1690.0	4.0	2002.0	562.0	1120.0	2180.0	1238.0	402.0	663.0	3537.0	143.0	646.0	1417.0	905.0	578.0	Human Diseases; Infectious Diseases; Vibrio cholerae infection
Vibrio cholerae pathogenic cycle	203176.0	248164.0	263489.0	210201.0	302657.0	297889.0	32446.0	94154.0	249388.0	290712.0	258717.0	79731.0	109519.0	63325.0	120202.0	56195.0	250369.0	223165.0	158185.0	75269.0	126254.0	136849.0	82291.0	190163.0	136850.0	230405.0	122584.0	127346.0	126181.0	53920.0	165173.0	150956.0	77473.0	47860.0	115396.0	494.0	136701.0	38441.0	76316.0	148581.0	84605.0	27922.0	45586.0	240961.0	9928.0	44229.0	96483.0	62115.0	39580.0	Human Diseases; Infectious Diseases; Vibrio cholerae pathogenic cycle
Viral myocarditis	51154.0	62498.0	66383.0	52969.0	76248.0	75059.0	8082.0	23699.0	62784.0	73241.0	65176.0	20037.0	27594.0	15968.0	30298.0	14183.0	63167.0	56302.0	39798.0	18916.0	31787.0	34410.0	20668.0	47876.0	34417.0	58027.0	30853.0	32086.0	31786.0	13563.0	41626.0	38036.0	19603.0	12095.0	29138.0	94.0	34502.0	9681.0	19233.0	37458.0	21371.0	6959.0	11448.0	60758.0	2554.0	11209.0	24286.0	15659.0	10039.0	Human Diseases; Cardiovascular Diseases; Viral myocarditis
Vitamin B6 metabolism	436080.0	532760.0	565808.0	451286.0	649857.0	639687.0	69223.0	201861.0	535293.0	624324.0	555543.0	171033.0	235045.0	135763.0	257910.0	120477.0	537932.0	479360.0	339283.0	161147.0	270910.0	293505.0	176315.0	408046.0	293455.0	494566.0	262970.0	273221.0	270678.0	115373.0	354597.0	324203.0	166431.0	102668.0	247817.0	780.0	293614.0	82300.0	163806.0	319002.0	181768.0	59346.0	97517.0	517525.0	21179.0	95063.0	207008.0	133214.0	84910.0	Metabolism; Metabolism of Cofactors and Vitamins; Vitamin B6 metabolism
Wnt signaling pathway	1659.0	2027.0	2153.0	1717.0	2474.0	2435.0	262.0	766.0	2037.0	2376.0	2115.0	650.0	892.0	514.0	980.0	456.0	2047.0	1824.0	1290.0	611.0	1028.0	1116.0	670.0	1552.0	1116.0	1882.0	1000.0	1038.0	1029.0	436.0	1348.0	1232.0	630.0	388.0	942.0	0.0	1116.0	310.0	621.0	1213.0	689.0	223.0	369.0	1969.0	78.0	359.0	786.0	504.0	320.0	Environmental Information Processing; Signal Transduction; Wnt signaling pathway
Xylene degradation	112993.0	137958.0	146583.0	116933.0	168324.0	165667.0	17979.0	52309.0	138622.0	161756.0	143939.0	44374.0	60876.0	35154.0	66879.0	31184.0	139342.0	124168.0	87841.0	41722.0	70213.0	76017.0	45679.0	105662.0	75976.0	128088.0	68118.0	70743.0	70144.0	29878.0	91919.0	84023.0	43157.0	26577.0	64227.0	159.0	76031.0	21262.0	42442.0	82644.0	47102.0	15325.0	25255.0	134035.0	5539.0	24600.0	53653.0	34581.0	22053.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Xylene degradation
Zeatin biosynthesis	77163.0	94266.0	100124.0	79859.0	114991.0	113192.0	12263.0	35715.0	94721.0	110485.0	98313.0	30295.0	41575.0	24010.0	45630.0	21300.0	95190.0	84819.0	60017.0	28501.0	47903.0	51924.0	31188.0	72186.0	51909.0	87506.0	46510.0	48330.0	47888.0	20396.0	62746.0	57357.0	29456.0	18146.0	43842.0	115.0	51952.0	14548.0	28967.0	56436.0	32153.0	10471.0	17216.0	91579.0	3741.0	16807.0	36594.0	23564.0	15017.0	Metabolism; Metabolism of Terpenoids and Polyketides; Zeatin biosynthesis
alpha-Linolenic acid metabolism	104567.0	127723.0	135633.0	108200.0	155769.0	153331.0	16554.0	48423.0	128319.0	149638.0	133140.0	40967.0	56343.0	32566.0	61866.0	28892.0	128929.0	114897.0	81337.0	38656.0	64949.0	70365.0	42271.0	97805.0	70336.0	118542.0	63069.0	65525.0	64911.0	27685.0	85018.0	77787.0	39913.0	24612.0	59390.0	194.0	70364.0	19729.0	39292.0	76490.0	43573.0	14263.0	23414.0	124026.0	5103.0	22792.0	49653.0	31981.0	20386.0	Metabolism; Lipid Metabolism; alpha-Linolenic acid metabolism
beta-Alanine metabolism	1267807.0	1548452.0	1644481.0	1312007.0	1888772.0	1859148.0	200642.0	587164.0	1555644.0	1814156.0	1614309.0	496657.0	683167.0	395087.0	750442.0	350712.0	1563455.0	1393416.0	986260.0	468933.0	787311.0	853011.0	512539.0	1186127.0	852936.0	1437433.0	764737.0	794614.0	787360.0	335913.0	1031040.0	942612.0	484119.0	298540.0	720700.0	2184.0	853433.0	239332.0	476144.0	927535.0	528244.0	173056.0	283875.0	1504022.0	62161.0	276344.0	601635.0	388018.0	247550.0	Metabolism; Metabolism of Other Amino Acids; beta-Alanine metabolism
beta-Lactam resistance	85346.0	104252.0	110682.0	88294.0	127135.0	125130.0	13532.0	39533.0	104775.0	122093.0	108632.0	33423.0	45957.0	26593.0	50503.0	23590.0	105201.0	93755.0	66371.0	31544.0	53006.0	57432.0	34496.0	79809.0	57396.0	96745.0	51440.0	53465.0	52985.0	22587.0	69358.0	63435.0	32581.0	20091.0	48482.0	159.0	57457.0	16134.0	32049.0	62396.0	35594.0	11650.0	19072.0	101197.0	4147.0	18623.0	40500.0	26078.0	16651.0	Metabolism; Biosynthesis of Other Secondary Metabolites; beta-Lactam resistance
mRNA surveillance pathway	2480.0	3030.0	3219.0	2566.0	3698.0	3642.0	392.0	1146.0	3045.0	3554.0	3161.0	972.0	1334.0	770.0	1464.0	682.0	3060.0	2726.0	1928.0	914.0	1540.0	1668.0	1000.0	2320.0	1668.0	2813.0	1494.0	1552.0	1539.0	652.0	2016.0	1842.0	943.0	580.0	1407.0	0.0	1668.0	464.0	928.0	1812.0	1030.0	334.0	551.0	2944.0	116.0	536.0	1174.0	754.0	478.0	Genetic Information Processing; Translation; mRNA surveillance pathway
mTOR signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signal Transduction; mTOR signaling pathway
p53 signaling pathway	56228.0	68700.0	72969.0	58221.0	83814.0	82506.0	8883.0	26045.0	69016.0	80510.0	71643.0	22026.0	30329.0	17545.0	33298.0	15586.0	69431.0	61883.0	43744.0	20786.0	34934.0	37822.0	22715.0	52623.0	37829.0	63784.0	33909.0	35266.0	34936.0	14902.0	45754.0	41807.0	21546.0	13287.0	32024.0	98.0	37929.0	10639.0	21142.0	41171.0	23493.0	7642.0	12577.0	66784.0	2797.0	12321.0	26692.0	17204.0	11025.0	Cellular Processes; Cell Growth and Death; p53 signaling pathway
